#,Nickname,Fighter's ID,Rank,LP,W/L,Matches,W/L,Matches,Character,DOJO,Last play,
68,헐랭이손,dhschenk,Gold,5409,49.72%,3586,50.48%,6246,RYU,Shin_Syoryuken,2018-10-17,●
69,우키조아,Justice84,Gold,5290,59.54%,393,58.42%,457,GOUKI,,2018-10-10,●
70,불곰,NopeinNogein,Gold,4958,52.42%,1177,38.90%,2455,GOUKI,Shin_Syoryuken,2018-10-15,●
71,갓주홍,GODJUHONG,Gold,4219,51.34%,2536,43.86%,4273,RYU,,2018-10-11,●
72,록맨,RockmanHH,Gold,4060,51.13%,2163,46.29%,5103,KARIN,,2018-10-04,●
73,오렌지페코,pekoshin,Gold,4058,51.27%,1492,49.34%,5140,GUILE,PekoshinDojjo,2018-10-16,●
74,,thealto,Gold,4056,49.95%,3858,46.31%,4837,CODY,windog,2018-10-17,●
75,마그마,MagmaAxis,Gold,4018,50.15%,325,32.82%,2011,GUILE,,2018-09-27,●
76,귀욤,I_am_chobo,Gold,4003,81.82%,88,64.80%,7603,GUILE,,2018-10-16,●
77,에레스비,LSBSBLSB,UltraSilver,3627,52.34%,1024,49.67%,1228,IBUKI,Mental_Hospital,2018-10-16,●
78,망고,Xiller,SuperSilver,3439,51.56%,576,46.53%,821,R.MIKA,,2018-10-07,●
79,도미,ImDomi,SuperSilver,3397,52.47%,1536,50.34%,1933,GOUKI,Married-MAN-CLUB,2018-10-17,●
80,옴니버스,0mnibus,SuperSilver,3296,63.80%,163,57.95%,459,KARIN,SPIRITZERO,2018-10-17,●
81,엘렌가든,ellengarden,SuperSilver,3054,52.89%,554,44.39%,847,IBUKI,SilverTown,2018-10-13,●
82,,insanity_player,SuperSilver,3023,51.30%,846,46.99%,2296,DICTATOR,LOUNGE,2018-10-17,●
83,노드,Hand_of_Nod,SuperSilver,3005,51.98%,479,41.45%,1568,URIEN,,2018-10-16,●
84,,NaKwang,SuperSilver,3004,48.71%,349,43.74%,4748,ABIGAIL,MalpAnga,2018-10-17,●
85,쿠마,lee30111,Silver,2994,56.36%,330,53.00%,2053,ZANGIEF,Red_Pants,2018-10-17,●
86,란테르트,Rantert_choo,Silver,2686,49.19%,807,48.18%,2970,BOXER,LOUNGE,2018-10-17,●
87,햄순,MARUNARAE,Silver,2475,47.42%,757,37.61%,1848,JURI,,2018-10-17,●
88,쿠밤밤,kubambam,Silver,2472,54.96%,282,44.82%,839,KARIN,,2018-08-12,●
89,골든망고,GOLDENMANGGO,Silver,2306,40.07%,2149,35.53%,2868,NECALLI,,2018-10-17,●
90,스린이1,ryurisa,Silver,2299,53.73%,322,53.40%,324,KARIN,,2018-10-17,●
91,아하이,AHIIII,Silver,2047,74.60%,63,38.47%,707,CAMMY,,2018-10-17,●
92,조커,FaceJoker,Silver,2039,50.29%,346,44.96%,674,R.MIKA,,2018-10-17,●
93,오늘은해피,kr_solohappy,Silver,2033,56.00%,225,31.05%,1053,CAMMY,,2018-10-12,●
94,까망,KKAMANG,UltraBronze,1890,46.05%,2087,44.87%,2741,JURI,JuZZinDan,2018-10-17,●
95,밀피,SQUILLA,UltraBronze,1561,53.76%,452,43.38%,1344,RYU,,2018-10-12,●
96,,realvocalist,UltraBronze,1521,87.50%,32,65.61%,189,RASHID,,2018-04-15,●
97,반달곰,kimjun,SuperBronze,1251,47.48%,1765,44.50%,3148,GOUKI,,2018-10-17,●
98,,Kanie_SDM,SuperBronze,1176,45.57%,983,42.36%,1400,IBUKI,,2018-09-08,●
99,애미야,Emiyamulzomdao,SuperBronze,1141,36.42%,173,30.10%,937,IBUKI,Girl_character,2018-10-17,●
100,유백,youbaek,SuperBronze,1050,51.19%,84,37.57%,535,CAMMY,,2018-09-30,●
101,발닦고자라,Balttako_Zara,Bronze,901,34.29%,210,36.68%,379,IBUKI,,2018-09-14,●
102,키스,kissmylip,Bronze,718,34.36%,163,35.28%,958,GOUKI,,2018-10-17,●
103,쌍환타,5Highnoon,Bronze,600,45.24%,42,35.85%,53,BIRDIE,Shin_Syoryuken,2018-10-05,●
104,시아,Feelingit,Bronze,563,48.28%,29,39.58%,48,KEN,,2018-10-12,●
105,제로텐,Zero_ten,Rookie,372,31%,119,32.23%,121,NASH,,2018-10-03,●
106,맥가츄,McKachu,Rookie,120,50%,6,50.00%,6,KEN,Shin_Syoryuken,2018-10-05,●
107,스린이,js_sick,Rookie,0,0%,7,5.56%,18,BIRDIE,,2018-09-06,●
108,스팀입문자,nanahistory,Rookie,0,0.00%,0,0.00%,3,CAMMY,,2018-10-12,●
109,KJ록키,gghnnh67,Rookie,0,0%,0,0.00%,3,RYU,,2018-10-11,●
